"","long","lat","yield","variety","seeding_rate","seed_spacing","speed"
"2517",-91.8468743932949,40.3767923678341,224.003228739886,"DKC63-33RIB",38.2692,5.4636,4.95
"2518",-91.8468750052949,40.3767797008341,226.530090553525,"DKC63-33RIB",38.2692,5.4636,4.95
"2519",-91.8468755832949,40.3767669088341,220.627643325761,"DKC63-33RIB",38.2552,5.4656,4.94
"2520",-91.8468763662949,40.3767541538341,228.871626817373,"DKC63-33RIB",38.2552,5.4656,4.94
"2521",-91.8468766622949,40.3767414128341,245.454911971841,"DKC63-33RIB",38.2552,5.4656,4.94
"2522",-91.8468776722949,40.3767285998341,242.781731731446,"DKC63-33RIB",38.2552,5.4656,4.94
"2523",-91.8468772752949,40.3767157038341,220.197784083985,"DKC63-33RIB",38.2552,5.4656,4.94
"2524",-91.8468775132949,40.3767028648341,220.361575748629,"DKC63-33RIB",38.2552,5.4656,4.94
"2525",-91.8468773902949,40.3766899678341,219.305122343489,"DKC63-33RIB",38.2552,5.4656,4.94
"2526",-91.8468771272949,40.3766771848341,222.535678200513,"DKC63-33RIB",38.2292,5.4694,4.93
"2527",-91.8468768792949,40.3766643778341,230.658727325181,"DKC63-33RIB",38.2292,5.4694,4.93
"2528",-91.8468766782949,40.3766515288341,226.698571219911,"DKC63-33RIB",38.2292,5.4694,4.93
"2529",-91.8468764422949,40.3766386878341,212.838154255108,"DKC63-33RIB",38.2292,5.4694,4.93
"2530",-91.8468760592949,40.3766257358341,231.832509650292,"DKC63-33RIB",38.2292,5.4694,4.93
"2531",-91.8468758342949,40.3766128208341,223.985799825346,"DKC63-33RIB",38.2292,5.4694,4.93
"2532",-91.8468761962949,40.3765998758341,224.083533147623,"DKC63-33RIB",38.2292,5.4694,4.93
"2533",-91.8468764762949,40.3765870208341,246.250308455796,"DKC63-33RIB",37.9252,5.5132,4.93
"2534",-91.8468767382949,40.3765741428341,249.635305266944,"DKC63-33RIB",37.9252,5.5132,4.93
"2535",-91.8468776802949,40.3765612208341,250.640060819117,"DKC63-33RIB",37.9252,5.5132,4.93
"2536",-91.8468779292949,40.3765483758341,249.903750569293,"DKC63-33RIB",37.9252,5.5132,4.93
"2537",-91.8468776872949,40.3765354738341,251.479710214419,"DKC63-33RIB",37.9252,5.5132,4.93
"2538",-91.8468779712949,40.3765225888341,251.344877551415,"DKC63-33RIB",37.9252,5.5132,4.93
"2539",-91.8468782022949,40.3765098158341,250.077070880311,"DKC63-33RIB",37.9252,5.5132,4.93
"2540",-91.8468782372949,40.3764970188341,244.84591182391,"DKC63-33RIB",36.7251,5.6933,4.92
"2541",-91.8468783792949,40.3764841888341,242.725208061344,"DKC63-33RIB",36.7251,5.6933,4.92
"2542",-91.8468784302949,40.3764713438341,235.366037806765,"DKC63-33RIB",36.7251,5.6933,4.92
"2543",-91.8468784442949,40.3764586448341,227.37344397828,"DKC63-33RIB",36.7251,5.6933,4.92
"2544",-91.8468787262949,40.3764459068341,227.598410643598,"DKC63-33RIB",36.7251,5.6933,4.92
"2545",-91.8468788522949,40.3764331348341,230.055750230943,"DKC63-33RIB",36.7251,5.6933,4.92
"2546",-91.8468791362949,40.3764201758341,235.663197425624,"DKC63-33RIB",36.7251,5.6933,4.92
"2547",-91.8468793732949,40.3764073548341,257.680312805936,"DKC63-33RIB",36.4211,5.7409,4.93
"2548",-91.8468798222949,40.3763946348341,249.941462390682,"DKC63-33RIB",36.4211,5.7409,4.93
"2549",-91.8468801752949,40.3763818298341,252.897112166077,"DKC63-33RIB",36.4211,5.7409,4.93
"2550",-91.8468804952949,40.3763690378341,245.837049799346,"DKC63-33RIB",36.4211,5.7409,4.93
"2551",-91.8468806602949,40.3763562118341,249.441377345444,"DKC63-33RIB",36.4211,5.7409,4.93
"2552",-91.8468811072949,40.3763433758341,249.296194629042,"DKC63-33RIB",36.4211,5.7409,4.93
"2553",-91.8468815352949,40.3763305378341,232.113700783195,"DKC63-33RIB",36.4211,5.7409,4.93
"2554",-91.8468815732949,40.3763175598341,236.892814253597,"DKC63-33RIB",36.0231,5.8043,4.94
"2555",-91.8468819332949,40.3763045208341,229.491874864337,"DKC63-33RIB",36.0231,5.8043,4.94
"2556",-91.8468821042949,40.3762914418341,235.382888319018,"DKC63-33RIB",36.0231,5.8043,4.94
"2557",-91.8468822642949,40.3762783728341,228.503084328529,"DKC63-33RIB",36.0231,5.8043,4.94
"2558",-91.8468824002949,40.3762653308341,223.024745405676,"DKC63-33RIB",36.0231,5.8043,4.94
"2559",-91.8468826072949,40.3762522118341,235.796109015351,"DKC63-33RIB",36.0231,5.8043,4.94
"2560",-91.8468834112949,40.3762393128341,230.516509387455,"DKC63-33RIB",33.1951,6.2988,4.98
"2561",-91.8468837562949,40.3762263738341,236.852462216773,"DKC63-33RIB",33.1951,6.2988,4.98
"2562",-91.8468839422949,40.3762134198341,238.411936657768,"DKC63-33RIB",33.1951,6.2988,4.98
"2563",-91.8468840332949,40.3762003968341,234.905325867316,"DKC63-33RIB",33.1951,6.2988,4.98
"2564",-91.8468842462949,40.3761874578341,277.114402227179,"DKC63-33RIB",33.1951,6.2988,4.98
"2565",-91.8468848242949,40.3761743938341,228.368400211417,"DKC63-33RIB",33.1951,6.2988,4.98
"2566",-91.8468851572949,40.3761613618341,174.734586094763,"DKC63-33RIB",33.1951,6.2988,4.98
"2567",-91.8468852212949,40.3761483608341,143.993289849587,"DKC63-33RIB",37.3381,5.5999,3.62
"2568",-91.8469527042949,40.3761030578341,48.8326485778721,"DKC63-33RIB",37.8552,5.5234,3.75
"2569",-91.8469510272949,40.3761178098341,75.9630158746588,"DKC63-33RIB",37.8552,5.5234,3.75
"2570",-91.8469502132949,40.3761315878341,167.313786616609,"DKC63-33RIB",37.8552,5.5234,3.75
"2571",-91.8469505902949,40.3761446348341,176.325582138683,"DKC63-33RIB",37.8552,5.5234,3.75
"2572",-91.8469516002949,40.3761574308341,242.184245490153,"DKC63-33RIB",37.3421,5.5993,3.76
"2573",-91.8469511012949,40.3761702318341,241.705869576361,"DKC63-33RIB",37.3421,5.5993,3.76
"2574",-91.8469510722949,40.3761830668341,244.891721444123,"DKC63-33RIB",37.3421,5.5993,3.76
"2575",-91.8469510352949,40.3761959708341,247.85327949697,"DKC63-33RIB",37.3421,5.5993,3.76
"2576",-91.8469507752949,40.3762086078341,260.807223738483,"DKC63-33RIB",37.3421,5.5993,3.76
"2577",-91.8469506652949,40.3762213718341,254.480637680794,"DKC63-33RIB",37.3421,5.5993,3.76
"2578",-91.8469509532949,40.3762339548341,255.394330510694,"DKC63-33RIB",37.3421,5.5993,3.76
"2579",-91.8469508052949,40.3762465478341,240.533507131089,"DKC63-33RIB",37.2241,5.617,4.94
"2580",-91.8469503142949,40.3762591798341,234.324512406152,"DKC63-33RIB",37.2241,5.617,4.94
"2581",-91.8469500042949,40.3762719258341,227.495619722771,"DKC63-33RIB",37.2241,5.617,4.94
"2582",-91.8469492432949,40.3762844338341,237.404011447157,"DKC63-33RIB",37.2241,5.617,4.94
"2583",-91.8469484162949,40.3762969228341,243.825513378367,"DKC63-33RIB",37.2241,5.617,4.94
"2584",-91.8469482972949,40.3763094558341,259.275091627032,"DKC63-33RIB",37.2241,5.617,4.94
"2585",-91.8469486542949,40.3763219698341,248.593707741302,"DKC63-33RIB",37.2241,5.617,4.94
"2586",-91.8469489522949,40.3763344728341,249.507475396567,"DKC63-33RIB",37.3051,5.6048,4.95
"2587",-91.8469493692949,40.3763468168341,227.450741343335,"DKC63-33RIB",37.3051,5.6048,4.95
"2588",-91.8469494572949,40.3763592818341,240.930390066269,"DKC63-33RIB",37.3051,5.6048,4.95
"2589",-91.8469497202949,40.3763718118341,235.600405155684,"DKC63-33RIB",37.3051,5.6048,4.95
"2590",-91.8469493512949,40.3763841568341,237.484445135712,"DKC63-33RIB",37.3051,5.6048,4.95
"2591",-91.8469484112949,40.3763967008341,229.320322104305,"DKC63-33RIB",37.3051,5.6048,4.95
"2592",-91.8469472902949,40.3764093118341,220.497418010308,"DKC63-33RIB",37.3051,5.6048,4.95
"2593",-91.8469464562949,40.3764217798341,240.583745874061,"DKC63-33RIB",37.4121,5.5888,4.95
"2594",-91.8469455512949,40.3764344158341,250.545317178678,"DKC63-33RIB",37.4121,5.5888,4.95
"2595",-91.8469449372949,40.3764468258341,248.400724640418,"DKC63-33RIB",37.4121,5.5888,4.95
"2596",-91.8469458772949,40.3764594518341,247.199760158563,"DKC63-33RIB",37.4121,5.5888,4.95
"2597",-91.8469462942949,40.3764719248341,248.19692654771,"DKC63-33RIB",37.4121,5.5888,4.95
"2598",-91.8469452982949,40.3764843708341,249.061215189546,"DKC63-33RIB",37.4121,5.5888,4.95
"2599",-91.8469456222949,40.3764968338341,252.389926413013,"DKC63-33RIB",37.4121,5.5888,4.95
"2600",-91.8469456512949,40.3765093568341,237.377075962839,"DKC63-33RIB",38.3292,5.4551,4.94
"2601",-91.8469451832949,40.3765217248341,236.985635192661,"DKC63-33RIB",38.3292,5.4551,4.94
"2602",-91.8469447382949,40.3765342568341,223.305919545368,"DKC63-33RIB",38.3292,5.4551,4.94
"2603",-91.8469445832949,40.3765467838341,226.09051554726,"DKC63-33RIB",38.3292,5.4551,4.94
"2604",-91.8469444072949,40.3765592398341,231.447028108896,"DKC63-33RIB",38.3292,5.4551,4.94
"2605",-91.8469438952949,40.3765716308341,210.13528368509,"DKC63-33RIB",38.3292,5.4551,4.94
"2606",-91.8469435652949,40.3765840768341,252.0437554837,"DKC63-33RIB",38.3292,5.4551,4.94
"2607",-91.8469433612949,40.3765963888341,240.71067571696,"DKC63-33RIB",38.2762,5.4626,4.95
"2608",-91.8469432722949,40.3766089338341,237.427399771203,"DKC63-33RIB",38.2762,5.4626,4.95
"2609",-91.8469433762949,40.3766213848341,236.211543964446,"DKC63-33RIB",38.2762,5.4626,4.95
"2610",-91.8469434452949,40.3766339578341,237.273657488167,"DKC63-33RIB",38.2762,5.4626,4.95
"2611",-91.8469430972949,40.3766463268341,229.429547898923,"DKC63-33RIB",38.2762,5.4626,4.95
"2612",-91.8469427602949,40.3766587428341,226.995842135068,"DKC63-33RIB",38.2762,5.4626,4.95
"2613",-91.8469424002949,40.3766710888341,233.026580197355,"DKC63-33RIB",38.2762,5.4626,4.95
"2614",-91.8469420342949,40.3766835868341,243.519423685597,"DKC63-33RIB",38.3132,5.4574,4.94
"2615",-91.8469416072949,40.3766959778341,255.984333437188,"DKC63-33RIB",38.3132,5.4574,4.94
"2616",-91.8469413562949,40.3767084828341,237.280671660425,"DKC63-33RIB",38.3132,5.4574,4.94
"2617",-91.8469414462949,40.3767210398341,234.471175556667,"DKC63-33RIB",38.3132,5.4574,4.94
"2618",-91.8469411092949,40.3767335158341,232.83131339528,"DKC63-33RIB",38.3132,5.4574,4.94
"2619",-91.8469412572949,40.3767461818341,237.291830316955,"DKC63-33RIB",38.3132,5.4574,4.94
"2620",-91.8469412652949,40.3767587058341,256.548755216292,"DKC63-33RIB",38.3132,5.4574,4.94
"2621",-91.8469413002949,40.3767712328341,246.817044904348,"DKC63-33RIB",38.3132,5.4574,4.94
"2622",-91.8469411302949,40.3767837798341,244.963267288761,"DKC63-33RIB",38.2772,5.4625,4.95
"2623",-91.8469412172949,40.3767963518341,238.049510384135,"DKC63-33RIB",38.2772,5.4625,4.95
"2624",-91.8469411592949,40.3768089048341,237.133370371225,"DKC63-33RIB",38.2772,5.4625,4.95
"2625",-91.8469411402949,40.3768213628341,240.736532479338,"DKC63-33RIB",38.2772,5.4625,4.95
"2626",-91.8469406792949,40.3768338778341,230.439583297072,"DKC63-33RIB",38.2772,5.4625,4.95
"2627",-91.8469407942949,40.3768463198341,255.332231703788,"DKC63-33RIB",38.2772,5.4625,4.95
"2628",-91.8469411872949,40.3768588088341,243.289403158124,"DKC63-33RIB",38.2772,5.4625,4.95
"2629",-91.8469411522949,40.3768711828341,232.908337232065,"DKC63-33RIB",38.2152,5.4714,4.96
"2630",-91.8469416382949,40.3768835258341,221.28650318016,"DKC63-33RIB",38.2152,5.4714,4.96
"2631",-91.8469418392949,40.3768959138341,214.250290392152,"DKC63-33RIB",38.2152,5.4714,4.96
"2632",-91.8469418532949,40.3769082518341,214.402316978854,"DKC63-33RIB",38.2152,5.4714,4.96
"2633",-91.8469421252949,40.3769206398341,213.051180971625,"DKC63-33RIB",38.2152,5.4714,4.96
"2634",-91.8469418272949,40.3769329108341,232.930670193927,"DKC63-33RIB",38.2152,5.4714,4.96
"2635",-91.8469413402949,40.3769454138341,242.500291780227,"DKC63-33RIB",38.2152,5.4714,4.96
"2636",-91.8469413152949,40.3769579388341,233.461055755622,"DKC63-33RIB",38.2502,5.4664,4.94
"2637",-91.8469410892949,40.3769702558341,244.751597730611,"DKC63-33RIB",38.2502,5.4664,4.94
"2638",-91.8469403672949,40.3769827628341,240.48958376784,"DKC63-33RIB",38.2502,5.4664,4.94
"2639",-91.8469394332949,40.3769951758341,225.109632774297,"DKC63-33RIB",38.2502,5.4664,4.94
"2640",-91.8469381692949,40.3770076408341,241.087381983752,"DKC63-33RIB",38.2502,5.4664,4.94
"2641",-91.8469372972949,40.3770200498341,238.730674809163,"DKC63-33RIB",38.2502,5.4664,4.94
"2642",-91.8469363902949,40.3770324698341,235.733909754975,"DKC63-33RIB",38.2502,5.4664,4.94
"2643",-91.8469363792949,40.3770451138341,235.877215291392,"DKC63-33RIB",38.2222,5.4704,4.94
"2644",-91.8469374732949,40.3770577088341,230.848270309226,"DKC63-33RIB",38.2222,5.4704,4.94
"2645",-91.8469377372949,40.3770701258341,227.721479899307,"DKC63-33RIB",38.2222,5.4704,4.94
"2646",-91.8469378602949,40.3770826208341,229.490576699799,"DKC63-33RIB",38.2222,5.4704,4.94
"2647",-91.8469377552949,40.3770950248341,222.804481949355,"DKC63-33RIB",38.2222,5.4704,4.94
"2648",-91.8469375872949,40.3771075078341,223.707763658821,"DKC63-33RIB",38.2222,5.4704,4.94
"2649",-91.8469370952949,40.3771199548341,252.924084714107,"DKC63-33RIB",38.2222,5.4704,4.94
"2650",-91.8469367262949,40.3771325158341,259.282667419266,"DKC63-33RIB",38.2032,5.4731,4.95
"2651",-91.8469364802949,40.3771449818341,258.108689621553,"DKC63-33RIB",38.2032,5.4731,4.95
"2652",-91.8469360272949,40.3771575328341,240.129064089383,"DKC63-33RIB",38.2032,5.4731,4.95
"2653",-91.8469360912949,40.3771699958341,238.111460816342,"DKC63-33RIB",38.2032,5.4731,4.95
"2654",-91.8469361592949,40.3771825438341,229.060038500873,"DKC63-33RIB",38.2032,5.4731,4.95
"2655",-91.8469359342949,40.3771949888341,238.924446592647,"DKC63-33RIB",38.2032,5.4731,4.95
"2656",-91.8469356122949,40.3772074168341,247.945612729319,"DKC63-33RIB",38.2032,5.4731,4.95
"2657",-91.8469359332949,40.3772198618341,246.08402345477,"DKC63-33RIB",38.2392,5.4679,4.95
"2658",-91.8469358282949,40.3772324668341,235.036768485287,"DKC63-33RIB",38.2392,5.4679,4.95
"2659",-91.8469357412949,40.3772450148341,228.238590419123,"DKC63-33RIB",38.2392,5.4679,4.95
"2660",-91.8469354432949,40.3772576428341,219.579263328514,"DKC63-33RIB",38.2392,5.4679,4.95
"2661",-91.8469353682949,40.3772700628341,231.093610110779,"DKC63-33RIB",38.2392,5.4679,4.95
"2662",-91.8469345572949,40.3772826248341,229.582841526022,"DKC63-33RIB",38.2392,5.4679,4.95
"2663",-91.8469343362949,40.3772950908341,226.437009297228,"DKC63-33RIB",38.2392,5.4679,4.95
"2664",-91.8469342572949,40.3773076068341,232.427622920809,"DKC63-33RIB",38.2462,5.4669,4.94
"2665",-91.8469341012949,40.3773199698341,230.819393659385,"DKC63-33RIB",38.2462,5.4669,4.94
"2666",-91.8469341682949,40.3773326318341,231.374944402082,"DKC63-33RIB",38.2462,5.4669,4.94
"2667",-91.8469351742949,40.3773453198341,248.729061526117,"DKC63-33RIB",38.2462,5.4669,4.94
"2668",-91.8469348002949,40.3773580048341,220.148376940138,"DKC63-33RIB",38.2462,5.4669,4.94
"2669",-91.8469347592949,40.3773706598341,234.181844114498,"DKC63-33RIB",38.2462,5.4669,4.94
"2670",-91.8469348242949,40.3773836358341,228.033221365558,"DKC63-33RIB",38.2462,5.4669,4.94
"2671",-91.8469343902949,40.3773964748341,237.898607641069,"DKC63-33RIB",37.6362,5.5555,4.94
"2672",-91.8469337652949,40.3774094748341,233.542808994295,"DKC63-33RIB",37.6362,5.5555,4.94
"2673",-91.8469332122949,40.3774226508341,220.041488909884,"DKC63-33RIB",37.6362,5.5555,4.94
"2674",-91.8469326172949,40.3774358708341,217.297761720731,"DKC63-33RIB",37.6362,5.5555,4.94
"2675",-91.8469315032949,40.3774489548341,209.719621506691,"DKC63-33RIB",37.6362,5.5555,4.94
"2676",-91.8469307712949,40.3774622038341,197.653153010081,"DKC63-33RIB",37.6362,5.5555,4.94
"2677",-91.8469312982949,40.3774757638341,210.434848828241,"DKC63-33RIB",37.6362,5.5555,4.94
"2678",-91.8469309052949,40.3774891438341,214.441074750119,"DKC63-33RIB",37.2341,5.6155,4.9
"2679",-91.8469308762949,40.3775026738341,225.878322645044,"DKC63-33RIB",37.2341,5.6155,4.9
"2680",-91.8469311552949,40.3775161488341,232.860014713877,"DKC63-33RIB",37.2341,5.6155,4.9
"2681",-91.8469314062949,40.3775296898341,231.322894085217,"DKC63-33RIB",37.2341,5.6155,4.9
"2682",-91.8469314422949,40.3775431298341,223.361966539836,"DKC63-33RIB",37.2341,5.6155,4.9
"2683",-91.8469310592949,40.3775565968341,226.775245935309,"DKC63-33RIB",37.2341,5.6155,4.9
"2684",-91.8469308142949,40.3775699178341,215.956191192904,"DKC63-33RIB",37.2991,5.6057,4.87
"2685",-91.8469304982949,40.3775833618341,224.185968032952,"DKC63-33RIB",37.2991,5.6057,4.87
"2686",-91.8469304672949,40.3775968038341,207.59878365787,"DKC63-33RIB",37.2991,5.6057,4.87
"2687",-91.8469301782949,40.3776101658341,224.228088729972,"DKC63-33RIB",37.2991,5.6057,4.87
"2688",-91.8469298642949,40.3776235978341,223.979781118032,"DKC63-33RIB",37.2991,5.6057,4.87
"2689",-91.8469295962949,40.3776371668341,210.677856601802,"DKC63-33RIB",37.2991,5.6057,4.87
"2690",-91.8469293602949,40.3776504748341,215.885141755482,"DKC63-33RIB",37.2991,5.6057,4.87
"2691",-91.8469290762949,40.3776639208341,219.29327038227,"DKC63-33RIB",36.9971,5.6515,4.89
"2692",-91.8469288012949,40.3776773258341,225.901694187962,"DKC63-33RIB",36.9971,5.6515,4.89
"2693",-91.8469286222949,40.3776906568341,231.161355289935,"DKC63-33RIB",36.9971,5.6515,4.89
"2694",-91.8469282402949,40.3777038968341,237.811009672267,"DKC63-33RIB",36.9971,5.6515,4.89
"2695",-91.8469278382949,40.3777171928341,225.80562576617,"DKC63-33RIB",36.9971,5.6515,4.89
"2696",-91.8469279942949,40.3777304998341,227.395358459558,"DKC63-33RIB",36.9971,5.6515,4.89
"2697",-91.8469278382949,40.3777437408341,216.736518109675,"DKC63-33RIB",34.3111,6.0939,4.93
"2698",-91.8469276202949,40.3777570408341,230.818579007269,"DKC63-33RIB",34.3111,6.0939,4.93
"2699",-91.8469274342949,40.3777704098341,219.191379400454,"DKC63-33RIB",34.3111,6.0939,4.93
"2700",-91.8469271462949,40.3777836778341,255.599338996059,"DKC63-33RIB",34.3111,6.0939,4.93
"2701",-91.8469265862949,40.3777969078341,247.343424738386,"DKC63-33RIB",34.3111,6.0939,4.93
"2702",-91.8469265972949,40.3778100738341,228.939560327682,"DKC63-33RIB",34.3111,6.0939,4.93
"2703",-91.8469266712949,40.3778231758341,225.646248157361,"DKC63-33RIB",34.3111,6.0939,4.93
"2704",-91.8469267992949,40.3778362678341,230.656321177888,"DKC63-33RIB",34.3471,6.0875,4.91
"2705",-91.8469261652949,40.3778493588341,211.110941866295,"DKC63-33RIB",34.3471,6.0875,4.91
"2706",-91.8469259732949,40.3778623908341,225.443609918197,"DKC63-33RIB",34.3471,6.0875,4.91
"2707",-91.8469261022949,40.3778755948341,229.51452394079,"DKC63-33RIB",34.3471,6.0875,4.91
"2708",-91.8469260862949,40.3778887138341,239.484161529444,"DKC63-33RIB",34.3471,6.0875,4.91
"2709",-91.8469255592949,40.3779017878341,251.950949776488,"DKC63-33RIB",34.3471,6.0875,4.91
"2710",-91.8469250172949,40.3779148738341,234.225926699321,"DKC63-33RIB",34.3471,6.0875,4.91
"2711",-91.8469253492949,40.3779277748341,247.403470721622,"DKC63-33RIB",34.2941,6.0969,4.93
"2712",-91.8469252532949,40.3779406118341,242.582249585607,"DKC63-33RIB",34.2941,6.0969,4.93
"2713",-91.8469246092949,40.3779534108341,238.672273581358,"DKC63-33RIB",34.2941,6.0969,4.93
"2714",-91.8469241932949,40.3779663048341,249.586282852587,"DKC63-33RIB",34.2941,6.0969,4.93
"2715",-91.8469245162949,40.3779790158341,241.308282815978,"DKC63-33RIB",34.2941,6.0969,4.93
"2716",-91.8469244632949,40.3779918258341,235.630497459315,"DKC63-33RIB",34.2941,6.0969,4.93
"2717",-91.8469234622949,40.3780045918341,231.182531227847,"DKC63-33RIB",34.2941,6.0969,4.93
"2718",-91.8469231412949,40.3780174398341,225.805820972571,"DKC63-33RIB",34.3301,6.0905,4.92
"2719",-91.8469236082949,40.3780302908341,231.296599863483,"DKC63-33RIB",34.3301,6.0905,4.92
"2720",-91.8469240622949,40.3780430988341,215.086512682085,"DKC63-33RIB",34.3301,6.0905,4.92
"2721",-91.8469243482949,40.3780557928341,260.397710483808,"DKC63-33RIB",34.3301,6.0905,4.92
"2722",-91.8469237392949,40.3780685698341,256.070151849116,"DKC63-33RIB",34.3301,6.0905,4.92
"2723",-91.8469231642949,40.3780812548341,245.070216819096,"DKC63-33RIB",34.3301,6.0905,4.92
"2724",-91.8469228072949,40.3780939838341,243.781263128161,"DKC63-33RIB",34.3301,6.0905,4.92
"2725",-91.8469225392949,40.3781066628341,250.221407039024,"DKC63-33RIB",34.2571,6.1035,4.93
"2726",-91.8469223822949,40.3781194278341,248.039846879733,"DKC63-33RIB",34.2571,6.1035,4.93
"2727",-91.8469220792949,40.3781320438341,236.879821130161,"DKC63-33RIB",34.2571,6.1035,4.93
"2728",-91.8469219362949,40.3781447378341,242.708721222394,"DKC63-33RIB",34.2571,6.1035,4.93
"2729",-91.846921758295,40.3781573768341,257.740294831879,"DKC63-33RIB",34.2571,6.1035,4.93
"2730",-91.846921755295,40.3781701308341,238.81875674862,"DKC63-33RIB",34.2571,6.1035,4.93
"2731",-91.846921524295,40.3781825908341,238.673387621201,"DKC63-33RIB",34.2571,6.1035,4.93
"2732",-91.846921347295,40.3781952058341,233.210136991538,"DKC63-33RIB",34.2641,6.1023,4.93
"2733",-91.846921121295,40.3782077028341,241.361510859362,"DKC63-33RIB",34.2641,6.1023,4.93
"2734",-91.846920883295,40.3782202838341,244.126408375017,"DKC63-33RIB",34.2641,6.1023,4.93
"2735",-91.846920386295,40.3782327378341,246.289683237788,"DKC63-33RIB",34.2641,6.1023,4.93
"2736",-91.846919994295,40.3782452088341,245.261531482516,"DKC63-33RIB",34.2641,6.1023,4.93
"2737",-91.846919507295,40.3782577298341,244.241166291803,"DKC63-33RIB",34.2641,6.1023,4.93
"2738",-91.846918751295,40.3782703298341,247.87398353306,"DKC63-33RIB",34.2641,6.1023,4.93
"2739",-91.8469180862949,40.3782828278341,250.745298280804,"DKC63-33RIB",34.1381,6.1248,4.93
"2740",-91.846917524295,40.3782953878341,228.559374240076,"DKC63-33RIB",34.1381,6.1248,4.93
"2741",-91.846917571295,40.3783079038341,261.238251332399,"DKC63-33RIB",34.1381,6.1248,4.93
"2742",-91.8469176092949,40.3783203748341,260.946096434293,"DKC63-33RIB",34.1381,6.1248,4.93
"2743",-91.8469175882949,40.3783329078341,246.906296430739,"DKC63-33RIB",34.1381,6.1248,4.93
"2744",-91.8469176652949,40.3783453568341,255.081117696622,"DKC63-33RIB",34.1381,6.1248,4.93
"2745",-91.8469180012949,40.3783578688341,239.890486877035,"DKC63-33RIB",34.1381,6.1248,4.93
"2746",-91.8469178522949,40.3783703818341,231.57085654282,"DKC63-33RIB",36.9811,5.6539,4.95
"2747",-91.8469176212949,40.3783827858341,223.123106817457,"DKC63-33RIB",36.9811,5.6539,4.95
"2748",-91.8469175052949,40.3783951528341,212.213910691921,"DKC63-33RIB",36.9811,5.6539,4.95
"2749",-91.8469172292949,40.3784075458341,227.251185471588,"DKC63-33RIB",36.9811,5.6539,4.95
"2750",-91.846916664295,40.3784198378341,248.355952678637,"DKC63-33RIB",36.9811,5.6539,4.95
"2751",-91.846916220295,40.3784321328341,232.326173257588,"DKC63-33RIB",36.9811,5.6539,4.95
"2752",-91.846916264295,40.3784445858341,231.884167051213,"DKC63-33RIB",36.9811,5.6539,4.95
"2753",-91.846916377295,40.3784567698341,220.876921566016,"DKC63-33RIB",37.2401,5.6146,4.96
"2754",-91.846916401295,40.3784688858341,240.913957818687,"DKC63-33RIB",37.2401,5.6146,4.96
"2755",-91.846916087295,40.3784809878341,233.173639044215,"DKC63-33RIB",37.2401,5.6146,4.96
"2756",-91.846916055295,40.3784929068341,224.350736018104,"DKC63-33RIB",37.2401,5.6146,4.96
"2757",-91.846915580295,40.3785050808341,229.790661651544,"DKC63-33RIB",37.2401,5.6146,4.96
"2758",-91.846915078295,40.3785173298341,227.379385311473,"DKC63-33RIB",37.2401,5.6146,4.96
"2759",-91.846914507295,40.3785293818341,229.824145971789,"DKC63-33RIB",37.2401,5.6146,4.96
"2760",-91.846914500295,40.3785415178341,219.305035414926,"DKC63-33RIB",37.1901,5.6222,4.96
"2761",-91.846914579295,40.3785536018341,213.303039438225,"DKC63-33RIB",37.1901,5.6222,4.96
"2762",-91.846914240295,40.3785656258341,211.362576232082,"DKC63-33RIB",37.1901,5.6222,4.96
"2763",-91.846914305295,40.3785774458341,235.319368820439,"DKC63-33RIB",37.1901,5.6222,4.96
"2764",-91.846914251295,40.3785894068341,229.190697520003,"DKC63-33RIB",37.1901,5.6222,4.96
"2765",-91.846913956295,40.3786014598341,233.911339590072,"DKC63-33RIB",37.1901,5.6222,4.96
"2766",-91.846913721295,40.3786136148341,234.338514436235,"DKC63-33RIB",37.1901,5.6222,4.96
"2767",-91.846913515295,40.3786256668341,228.217128788973,"DKC63-33RIB",37.1901,5.6222,4.96
"2768",-91.846913460295,40.3786378598341,230.724670016902,"DKC63-33RIB",37.2041,5.62,4.97
"2769",-91.8469133332949,40.3786502478341,197.796532615003,"DKC63-33RIB",37.2041,5.62,4.97
"2770",-91.8469129892949,40.3786625748341,226.188704594319,"DKC63-33RIB",37.2041,5.62,4.97
"2771",-91.8469126842949,40.3786748438341,225.948165363784,"DKC63-33RIB",37.2041,5.62,4.97
"2772",-91.8469120822949,40.3786872958341,240.120119292897,"DKC63-33RIB",37.2041,5.62,4.97
"2773",-91.8469116362949,40.3786995848341,240.76103218904,"DKC63-33RIB",37.2041,5.62,4.97
"2774",-91.8469113542949,40.3787118808341,218.983575816803,"DKC63-33RIB",37.2041,5.62,4.97
"2775",-91.8469113002949,40.3787243348341,216.624011574364,"DKC63-33RIB",37.1441,5.6291,4.94
"2776",-91.8469122682949,40.3787367528341,215.226132497111,"DKC63-33RIB",37.1441,5.6291,4.94
"2777",-91.8469124782949,40.3787490308341,216.760820995133,"DKC63-33RIB",37.1441,5.6291,4.94
"2778",-91.8469121662949,40.3787613198341,208.294542195127,"DKC63-33RIB",37.1441,5.6291,4.94
"2779",-91.8469118692949,40.3787737168341,232.024785609336,"DKC63-33RIB",37.1441,5.6291,4.94
"2780",-91.8469117522949,40.3787860848341,231.271763405967,"DKC63-33RIB",37.1441,5.6291,4.94
